#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0051403	Stress-activated mapk cascade	4	107	1.33	0.0025	9606.ENSP00000259808,9606.ENSP00000345083,9606.ENSP00000378974,9606.ENSP00000394560	RIPK1,MAP2K3,MAPK8,MAPK9
GO:0042981	Regulation of apoptotic process	11	1550	0.61	0.0026	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000296509,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000432660	CDKN1B,TRAF2,CDK4,RIPK1,MAD2L1,E2F1,CDK1,MAPK8,CDKN1A,MAPK9,CFL1
GO:0051321	Meiotic cell cycle	5	220	1.12	0.0026	9606.ENSP00000255465,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000364976,9606.ENSP00000367220	CCNA1,CDK2,BUB1,CKS2,ACTR2
GO:0051495	Positive regulation of cytoskeleton organization	5	220	1.12	0.0026	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000432660	PFN1,CDKN1B,ARPC5,ACTR2,CFL1
GO:0071345	Cellular response to cytokine stimulus	9	1013	0.71	0.0028	9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000315768,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000400433,9606.ENSP00000432660	TRAF2,CDK4,RIPK1,STAT2,ACTR2,MAPK8,CDKN1A,HNRNPF,CFL1
GO:0070482	Response to oxygen levels	6	379	0.96	0.0029	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000345571,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CCNA2,E2F1,CDKN1A
GO:1902850	Microtubule cytoskeleton organization involved in mitosis	4	112	1.31	0.0029	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000296509,9606.ENSP00000361540	CCNB1,KIF11,MAD2L1,CDC20
GO:0007265	Ras protein signal transduction	5	230	1.1	0.0030	9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000357305,9606.ENSP00000384849,9606.ENSP00000432660	CDK2,CCNA2,RIT1,CDKN1A,CFL1
GO:0097305	Response to alcohol	5	233	1.09	0.0032	9606.ENSP00000257904,9606.ENSP00000342952,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849	CDK4,ADCY2,ACTR2,CDK1,CDKN1A
GO:0043434	Response to peptide hormone	6	394	0.94	0.0035	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952	TRIB3,CDKN1B,CDK4,CCNA2,STAT2,ADCY2
GO:1905448	Positive regulation of mitochondrial atp synthesis coupled electron transport	2	5	2.36	0.0037	9606.ENSP00000256442,9606.ENSP00000378699	CCNB1,CDK1
GO:0050793	Regulation of developmental process	14	2648	0.48	0.0040	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000432660	TRIB3,PFN1,CDKN1B,CCNB1,CDK4,RIPK1,STAT2,E2F1,CDC20,ACTR2,CDK1,CDKN1A,MAPK9,CFL1
GO:0060043	Regulation of cardiac muscle cell proliferation	3	43	1.6	0.0041	9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000378699	CCNB1,RIPK1,CDK1
GO:0031334	Positive regulation of protein-containing complex assembly	5	249	1.06	0.0042	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000394560	PFN1,CDKN1B,ARPC5,ACTR2,MAPK9
GO:0042176	Regulation of protein catabolic process	6	415	0.92	0.0045	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDKN1B,MAD2L1,CDC20,MAPK9,PBK
GO:0007166	Cell surface receptor signaling pathway	13	2325	0.51	0.0046	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000294742,9606.ENSP00000315768,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000432660	PFN1,CDKN1B,TRAF2,RIPK1,ARPC5,STAT2,ACTR2,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,CFL1
GO:0032273	Positive regulation of protein polymerization	4	128	1.25	0.0046	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000294742,9606.ENSP00000367220	PFN1,CDKN1B,ARPC5,ACTR2
GO:0010628	Positive regulation of gene expression	13	2337	0.51	0.0048	9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,STAT2,MAP2K3,E2F1,ACTR2,CDK1,MAPK8,MAPK9
GO:1901564	Organonitrogen compound metabolic process	20	5244	0.34	0.0049	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,MAD2L1,BUB1,ADCY2,MAP2K3,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:0006950	Response to stress	16	3485	0.42	0.0050	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,STAT2,MAP2K3,E2F1,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9
GO:0000819	Sister chromatid segregation	4	133	1.24	0.0051	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540	CCNB1,MAD2L1,BUB1,CDC20
GO:0033993	Response to lipid	8	858	0.73	0.0052	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CCNA2,ADCY2,E2F1,MAPK8,CDKN1A
GO:0043406	Positive regulation of map kinase activity	5	265	1.04	0.0054	9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000428489	TRAF2,RIPK1,MAP2K3,CDK1,PBK
GO:0018193	Peptidyl-amino acid modification	8	867	0.73	0.0055	9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394049,9606.ENSP00000394560	CCNB1,RIPK1,CDK2,MAP2K3,CDK1,MAPK8,SLA,MAPK9
GO:1901699	Cellular response to nitrogen compound	7	645	0.8	0.0059	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000367220	TRIB3,TRAF2,CDK4,CDK2,CCNA2,ADCY2,ACTR2
GO:0048523	Negative regulation of cellular process	19	4874	0.35	0.0063	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,MAD2L1,BUB1,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,PBK,CFL1,CAB39L
GO:0043066	Negative regulation of apoptotic process	8	893	0.71	0.0065	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000296509,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000432660	CDKN1B,TRAF2,RIPK1,MAD2L1,CDK1,MAPK8,CDKN1A,CFL1
GO:0043254	Regulation of protein-containing complex assembly	6	451	0.88	0.0065	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000394560	PFN1,CDKN1B,TRAF2,ARPC5,ACTR2,MAPK9
GO:0009719	Response to endogenous stimulus	10	1447	0.6	0.0067	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000384849,9606.ENSP00000400433	TRIB3,CDKN1B,CDK4,CCNA2,STAT2,ADCY2,E2F1,ACTR2,CDKN1A,HNRNPF
GO:0009987	Cellular process	34	15024	0.11	0.0067	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000357305,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,RIT1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1,CAB39L
GO:0032434	Regulation of proteasomal ubiquitin-dependent protein catabolic process	4	145	1.2	0.0067	9606.ENSP00000217233,9606.ENSP00000361540,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDC20,MAPK9,PBK
GO:0043068	Positive regulation of programmed cell death	7	666	0.78	0.0069	9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	TRAF2,CDK4,RIPK1,E2F1,MAPK8,CDKN1A,MAPK9
GO:0071550	Death-inducing signaling complex assembly	2	8	2.16	0.0069	9606.ENSP00000247668,9606.ENSP00000259808	TRAF2,RIPK1
GO:0097190	Apoptotic signaling pathway	5	286	1.0	0.0071	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000345571,9606.ENSP00000384849	TRIB3,TRAF2,RIPK1,E2F1,CDKN1A
GO:0014070	Response to organic cyclic compound	8	911	0.7	0.0072	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CCNA2,ADCY2,ACTR2,CDK1,CDKN1A
GO:0040008	Regulation of growth	7	676	0.78	0.0074	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000288207,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,CCNB2,CDK1,CDKN1A
GO:0097193	Intrinsic apoptotic signaling pathway	4	151	1.18	0.0075	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000345571,9606.ENSP00000384849	TRIB3,TRAF2,E2F1,CDKN1A
GO:0140013	Meiotic nuclear division	4	152	1.18	0.0076	9606.ENSP00000255465,9606.ENSP00000302530,9606.ENSP00000364976,9606.ENSP00000367220	CCNA1,BUB1,CKS2,ACTR2
GO:0051438	Regulation of ubiquitin-protein transferase activity	3	58	1.47	0.0082	9606.ENSP00000217233,9606.ENSP00000296509,9606.ENSP00000361540	TRIB3,MAD2L1,CDC20
GO:0071398	Cellular response to fatty acid	3	58	1.47	0.0082	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000345571	CCNB1,CDK4,E2F1
GO:0045931	Positive regulation of mitotic cell cycle	4	156	1.17	0.0083	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000296509,9606.ENSP00000378699	CCNB1,CDK4,MAD2L1,CDK1
GO:0000187	Activation of mapk activity	4	157	1.17	0.0084	9606.ENSP00000259808,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000428489	RIPK1,MAP2K3,CDK1,PBK
GO:0030163	Protein catabolic process	7	694	0.76	0.0084	9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	TRAF2,CCNB1,RIPK1,CDK2,MAD2L1,CDC20,CDK1
GO:0000226	Microtubule cytoskeleton organization	6	492	0.85	0.0094	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,KIF11,CDK2,MAD2L1,CDC20,CDK1
GO:0006367	Transcription initiation from rna polymerase ii promoter	4	162	1.15	0.0094	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000378699,9606.ENSP00000384849	CCNB1,CDK4,CDK1,CDKN1A
GO:0007017	Microtubule-based process	7	727	0.74	0.0109	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699	CCNB1,KIF11,CDK2,MAD2L1,CDC20,ACTR2,CDK1
GO:1903265	Positive regulation of tumor necrosis factor-mediated signaling pathway	2	11	2.02	0.0109	9606.ENSP00000247668,9606.ENSP00000259808	TRAF2,RIPK1
GO:0006508	Proteolysis	9	1256	0.62	0.0110	9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	TRAF2,CCNA1,CCNB1,RIPK1,CDK2,CCNA2,MAD2L1,CDC20,CDK1
GO:0043170	Macromolecule metabolic process	21	6137	0.29	0.0121	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,MAD2L1,BUB1,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:0038093	Fc receptor signaling pathway	4	177	1.11	0.0124	9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000394560	ARPC5,ACTR2,MAPK8,MAPK9
GO:0055015	Ventricular cardiac muscle cell development	2	12	1.98	0.0124	9606.ENSP00000256442,9606.ENSP00000378699	CCNB1,CDK1
GO:0071396	Cellular response to lipid	6	528	0.82	0.0131	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000345571,9606.ENSP00000378974	CCNB1,CDK4,CCNA2,ADCY2,E2F1,MAPK8
GO:0071407	Cellular response to organic cyclic compound	6	537	0.81	0.0143	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000367220	CDKN1B,CCNB1,CDK4,CCNA2,ADCY2,ACTR2
GO:0008064	Regulation of actin polymerization or depolymerization	4	189	1.09	0.0155	9606.ENSP00000225655,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000432660	PFN1,ARPC5,ACTR2,CFL1
GO:0051493	Regulation of cytoskeleton organization	6	546	0.8	0.0155	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000260731,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000432660	PFN1,CDKN1B,KIF11,ARPC5,ACTR2,CFL1
GO:0071236	Cellular response to antibiotic	2	14	1.91	0.0158	9606.ENSP00000228872,9606.ENSP00000367220	CDKN1B,ACTR2
GO:0090266	Regulation of mitotic cell cycle spindle assembly checkpoint	2	14	1.91	0.0158	9606.ENSP00000256442,9606.ENSP00000296509	CCNB1,MAD2L1
GO:0044238	Primary metabolic process	23	7332	0.26	0.0159	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,MAD2L1,BUB1,ADCY2,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:0071248	Cellular response to metal ion	4	193	1.08	0.0163	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000378974,9606.ENSP00000394560	CDKN1B,CCNB1,MAPK8,MAPK9
GO:0012501	Programmed cell death	8	1054	0.64	0.0167	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	TRIB3,CDKN1B,TRAF2,RIPK1,BUB1,E2F1,CDK1,CDKN1A
GO:0033044	Regulation of chromosome organization	5	359	0.9	0.0172	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540,9606.ENSP00000378974	CCNB1,MAD2L1,BUB1,CDC20,MAPK8
GO:0061024	Membrane organization	7	796	0.7	0.0172	9606.ENSP00000256442,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974	CCNB1,CCNB2,ARPC5,E2F1,ACTR2,CDK1,MAPK8
GO:0007163	Establishment or maintenance of cell polarity	4	197	1.07	0.0174	9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000367220,9606.ENSP00000432660	ARPC5,MAD2L1,ACTR2,CFL1
GO:0006807	Nitrogen compound metabolic process	22	6852	0.27	0.0180	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,MAD2L1,BUB1,ADCY2,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:0007052	Mitotic spindle organization	3	81	1.33	0.0182	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000361540	CCNB1,KIF11,CDC20
GO:0007098	Centrosome cycle	3	81	1.33	0.0182	9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000378699	KIF11,CDK2,CDK1
GO:0000165	MAPK cascade	5	370	0.89	0.0191	9606.ENSP00000259808,9606.ENSP00000345083,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	RIPK1,MAP2K3,MAPK8,MAPK9,PBK
GO:0071850	Mitotic cell cycle arrest	2	16	1.86	0.0191	9606.ENSP00000228872,9606.ENSP00000384849	CDKN1B,CDKN1A
GO:0007254	JNK cascade	3	85	1.31	0.0203	9606.ENSP00000259808,9606.ENSP00000378974,9606.ENSP00000394560	RIPK1,MAPK8,MAPK9
GO:0045862	Positive regulation of proteolysis	5	377	0.88	0.0204	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000361540,9606.ENSP00000394560	TRIB3,TRAF2,RIPK1,CDC20,MAPK9
GO:0022414	Reproductive process	9	1400	0.57	0.0214	9606.ENSP00000228872,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699	CDKN1B,CCNA1,CCNB1,CDK2,BUB1,E2F1,CKS2,ACTR2,CDK1
GO:0031396	Regulation of protein ubiquitination	4	212	1.04	0.0217	9606.ENSP00000217233,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000394560	TRIB3,MAD2L1,CDC20,MAPK9
GO:0032535	Regulation of cellular component size	5	383	0.88	0.0217	9606.ENSP00000225655,9606.ENSP00000257904,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000432660	PFN1,CDK4,ARPC5,ACTR2,CFL1
GO:0044237	Cellular metabolic process	23	7513	0.25	0.0222	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,MAD2L1,BUB1,ADCY2,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,HNRNPF,PBK,CFL1
GO:1904706	Negative regulation of vascular associated smooth muscle cell proliferation	2	18	1.81	0.0226	9606.ENSP00000228872,9606.ENSP00000384849	CDKN1B,CDKN1A
GO:0031400	Negative regulation of protein modification process	6	602	0.76	0.0230	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000384849,9606.ENSP00000428489	TRIB3,CDKN1B,CCNB1,MAD2L1,CDKN1A,PBK
GO:0009725	Response to hormone	7	849	0.68	0.0233	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000384849	TRIB3,CDKN1B,CDK4,CCNA2,STAT2,ADCY2,CDKN1A
GO:0030838	Positive regulation of actin filament polymerization	3	91	1.28	0.0236	9606.ENSP00000225655,9606.ENSP00000294742,9606.ENSP00000367220	PFN1,ARPC5,ACTR2
GO:0034314	Arp2/3 complex-mediated actin nucleation	2	19	1.78	0.0244	9606.ENSP00000294742,9606.ENSP00000367220	ARPC5,ACTR2
GO:0044403	Symbiotic process	7	865	0.67	0.0255	9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000432660	RIPK1,CCNA2,BUB1,STAT2,E2F1,CDK1,CFL1
GO:0009628	Response to abiotic stimulus	8	1147	0.6	0.0262	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000428489	CDKN1B,CCNB1,CDK4,CCNA2,E2F1,MAPK8,CDKN1A,PBK
GO:0031329	Regulation of cellular catabolic process	7	875	0.66	0.0271	9606.ENSP00000217233,9606.ENSP00000264380,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,PIKFYVE,E2F1,CDC20,MAPK8,MAPK9,PBK
GO:0001933	Negative regulation of protein phosphorylation	5	411	0.85	0.0280	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000384849,9606.ENSP00000428489	TRIB3,CDKN1B,CCNB1,CDKN1A,PBK
GO:0007095	Mitotic g2 dna damage checkpoint	2	21	1.74	0.0286	9606.ENSP00000378699,9606.ENSP00000384849	CDK1,CDKN1A
GO:0044257	Cellular protein catabolic process	6	633	0.74	0.0286	9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,RIPK1,CDK2,MAD2L1,CDC20,CDK1
GO:0032436	Positive regulation of proteasomal ubiquitin-dependent protein catabolic process	3	100	1.24	0.0293	9606.ENSP00000217233,9606.ENSP00000361540,9606.ENSP00000394560	TRIB3,CDC20,MAPK9
GO:0055093	Response to hyperoxia	2	22	1.72	0.0307	9606.ENSP00000257904,9606.ENSP00000384849	CDK4,CDKN1A
GO:0045732	Positive regulation of protein catabolic process	4	240	0.98	0.0316	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000361540,9606.ENSP00000394560	TRIB3,CDKN1B,CDC20,MAPK9
GO:0048640	Negative regulation of developmental growth	3	106	1.21	0.0341	9606.ENSP00000228872,9606.ENSP00000259808,9606.ENSP00000384849	CDKN1B,RIPK1,CDKN1A
